"CallerIPAddress";"Resource";"ResourceGroup";"ResourceId";"ResourceType";"ResultType";"OperationName";"requestUri_s";"ResultSignature";"clientInfo_s";"httpStatusCode_d";"identity_claim_http_schemas_xmlsoap_org_ws_2005_05_identity_claims_upn_s";"Count";"AllowPublicAccess";"IPwhitelist";"VnetRules";"PrivateEndpoint";"ApplicationContact";"AppOwner"
"10.203.177.172";"KV-HK01-EAS-U-AT-VLT01";"RG-HK01-EAS-N-APTTEST-KEYVAULT01";"/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-APTTEST-KEYVAULT01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-U-AT-VLT01";"VAULTS";"Success";"Authentication";"https://kv-hk01-eas-u-at-vlt01.vault.azure.net/secrets/d363e45d-bd75-4634-ad06-e6b8e0d25784/?api-version=7.1";"Unauthorized";"azsdk-js-keyvault-secrets/4.1.0 core-http/1.2.5 Node/v14.20.1 OS/(x64-Linux-5.4.0-1090-azure)";"401";"";"21";"True";"";"";"";"";""
"10.203.177.172";"KV-HK01-EAS-U-AT-VLT01";"RG-HK01-EAS-N-APTTEST-KEYVAULT01";"/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-APTTEST-KEYVAULT01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-U-AT-VLT01";"VAULTS";"Success";"SecretGet";"https://kv-hk01-eas-u-at-vlt01.vault.azure.net/secrets/d363e45d-bd75-4634-ad06-e6b8e0d25784/?api-version=7.1";"OK";"azsdk-js-keyvault-secrets/4.1.0 core-http/1.2.5 Node/v14.20.1 OS/(x64-Linux-5.4.0-1090-azure)";"200";"";"21";"True";"";"";"";"";""
"10.203.176.5";"KV-HK01-EAS-U-AT-VLT01";"RG-HK01-EAS-N-APTTEST-KEYVAULT01";"/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-APTTEST-KEYVAULT01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-U-AT-VLT01";"VAULTS";"Success";"Authentication";"https://kv-hk01-eas-u-at-vlt01.vault.azure.net/secrets/d363e45d-bd75-4634-ad06-e6b8e0d25784/?api-version=7.1";"Unauthorized";"azsdk-js-keyvault-secrets/4.1.0 core-http/1.2.4 Node/v14.20.1 OS/(x64-Linux-5.4.0-1090-azure)";"401";"";"15";"True";"";"";"";"";""
"10.203.176.5";"KV-HK01-EAS-U-AT-VLT01";"RG-HK01-EAS-N-APTTEST-KEYVAULT01";"/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-APTTEST-KEYVAULT01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-U-AT-VLT01";"VAULTS";"Success";"SecretGet";"https://kv-hk01-eas-u-at-vlt01.vault.azure.net/secrets/d363e45d-bd75-4634-ad06-e6b8e0d25784/?api-version=7.1";"OK";"azsdk-js-keyvault-secrets/4.1.0 core-http/1.2.4 Node/v14.20.1 OS/(x64-Linux-5.4.0-1090-azure)";"200";"";"15";"True";"";"";"";"";""
"10.203.176.146";"KV-HK01-EAS-U-AT-VLT01";"RG-HK01-EAS-N-APTTEST-KEYVAULT01";"/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-APTTEST-KEYVAULT01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-U-AT-VLT01";"VAULTS";"Success";"Authentication";"https://kv-hk01-eas-u-at-vlt01.vault.azure.net/secrets/d363e45d-bd75-4634-ad06-e6b8e0d25784/?api-version=7.1";"Unauthorized";"azsdk-js-keyvault-secrets/4.1.0 core-http/1.2.5 Node/v14.20.1 OS/(x64-Linux-5.4.0-1090-azure)";"401";"";"25";"True";"";"";"";"";""
"10.203.176.146";"KV-HK01-EAS-U-AT-VLT01";"RG-HK01-EAS-N-APTTEST-KEYVAULT01";"/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-APTTEST-KEYVAULT01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-U-AT-VLT01";"VAULTS";"Success";"SecretGet";"https://kv-hk01-eas-u-at-vlt01.vault.azure.net/secrets/d363e45d-bd75-4634-ad06-e6b8e0d25784/?api-version=7.1";"OK";"azsdk-js-keyvault-secrets/4.1.0 core-http/1.2.5 Node/v14.20.1 OS/(x64-Linux-5.4.0-1090-azure)";"200";"";"25";"True";"";"";"";"";""
"10.203.176.5";"KV-HK01-EAS-U-AT-VLT01";"RG-HK01-EAS-N-APTTEST-KEYVAULT01";"/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-APTTEST-KEYVAULT01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-U-AT-VLT01";"VAULTS";"Success";"Authentication";"https://kv-hk01-eas-u-at-vlt01.vault.azure.net/secrets/5958d788-363b-484b-a58c-b68ca0548219/?api-version=7.1";"Unauthorized";"azsdk-js-keyvault-secrets/4.1.0 core-http/1.2.4 Node/v14.20.1 OS/(x64-Linux-5.4.0-1090-azure)";"401";"";"13";"True";"";"";"";"";""
"10.203.176.5";"KV-HK01-EAS-U-AT-VLT01";"RG-HK01-EAS-N-APTTEST-KEYVAULT01";"/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-APTTEST-KEYVAULT01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-U-AT-VLT01";"VAULTS";"Success";"SecretGet";"https://kv-hk01-eas-u-at-vlt01.vault.azure.net/secrets/5958d788-363b-484b-a58c-b68ca0548219/?api-version=7.1";"OK";"azsdk-js-keyvault-secrets/4.1.0 core-http/1.2.4 Node/v14.20.1 OS/(x64-Linux-5.4.0-1090-azure)";"200";"";"13";"True";"";"";"";"";""
"10.203.176.146";"KV-HK01-EAS-U-AT-VLT01";"RG-HK01-EAS-N-APTTEST-KEYVAULT01";"/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-APTTEST-KEYVAULT01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-U-AT-VLT01";"VAULTS";"Success";"Authentication";"https://kv-hk01-eas-u-at-vlt01.vault.azure.net/secrets/5958d788-363b-484b-a58c-b68ca0548219/?api-version=7.1";"Unauthorized";"azsdk-js-keyvault-secrets/4.1.0 core-http/1.2.5 Node/v14.20.1 OS/(x64-Linux-5.4.0-1090-azure)";"401";"";"10";"True";"";"";"";"";""
"10.203.176.146";"KV-HK01-EAS-U-AT-VLT01";"RG-HK01-EAS-N-APTTEST-KEYVAULT01";"/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-APTTEST-KEYVAULT01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-U-AT-VLT01";"VAULTS";"Success";"SecretGet";"https://kv-hk01-eas-u-at-vlt01.vault.azure.net/secrets/5958d788-363b-484b-a58c-b68ca0548219/?api-version=7.1";"OK";"azsdk-js-keyvault-secrets/4.1.0 core-http/1.2.5 Node/v14.20.1 OS/(x64-Linux-5.4.0-1090-azure)";"200";"";"10";"True";"";"";"";"";""
"10.203.177.31";"KV-HK01-EAS-U-AT-VLT01";"RG-HK01-EAS-N-APTTEST-KEYVAULT01";"/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-APTTEST-KEYVAULT01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-U-AT-VLT01";"VAULTS";"Success";"Authentication";"https://kv-hk01-eas-u-at-vlt01.vault.azure.net/secrets/5958d788-363b-484b-a58c-b68ca0548219/?api-version=7.1";"Unauthorized";"azsdk-js-keyvault-secrets/4.1.0 core-http/1.2.5 Node/v14.20.1 OS/(x64-Linux-5.4.0-1090-azure)";"401";"";"11";"True";"";"";"";"";""
"10.203.177.31";"KV-HK01-EAS-U-AT-VLT01";"RG-HK01-EAS-N-APTTEST-KEYVAULT01";"/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-APTTEST-KEYVAULT01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-U-AT-VLT01";"VAULTS";"Success";"SecretGet";"https://kv-hk01-eas-u-at-vlt01.vault.azure.net/secrets/5958d788-363b-484b-a58c-b68ca0548219/?api-version=7.1";"OK";"azsdk-js-keyvault-secrets/4.1.0 core-http/1.2.5 Node/v14.20.1 OS/(x64-Linux-5.4.0-1090-azure)";"200";"";"11";"True";"";"";"";"";""
"10.203.177.31";"KV-HK01-EAS-U-AT-VLT01";"RG-HK01-EAS-N-APTTEST-KEYVAULT01";"/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-APTTEST-KEYVAULT01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-U-AT-VLT01";"VAULTS";"Success";"Authentication";"https://kv-hk01-eas-u-at-vlt01.vault.azure.net/secrets/58ade03c-a473-496c-ab9f-84b151a859f8/?api-version=7.1";"Unauthorized";"azsdk-js-keyvault-secrets/4.1.0 core-http/1.2.5 Node/v14.20.1 OS/(x64-Linux-5.4.0-1090-azure)";"401";"";"7";"True";"";"";"";"";""
"10.203.177.31";"KV-HK01-EAS-U-AT-VLT01";"RG-HK01-EAS-N-APTTEST-KEYVAULT01";"/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-APTTEST-KEYVAULT01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-U-AT-VLT01";"VAULTS";"Success";"SecretGet";"https://kv-hk01-eas-u-at-vlt01.vault.azure.net/secrets/58ade03c-a473-496c-ab9f-84b151a859f8/?api-version=7.1";"OK";"azsdk-js-keyvault-secrets/4.1.0 core-http/1.2.5 Node/v14.20.1 OS/(x64-Linux-5.4.0-1090-azure)";"200";"";"7";"True";"";"";"";"";""
"10.203.177.172";"KV-HK01-EAS-U-AT-VLT01";"RG-HK01-EAS-N-APTTEST-KEYVAULT01";"/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-APTTEST-KEYVAULT01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-U-AT-VLT01";"VAULTS";"Success";"Authentication";"https://kv-hk01-eas-u-at-vlt01.vault.azure.net/secrets/5958d788-363b-484b-a58c-b68ca0548219/?api-version=7.1";"Unauthorized";"azsdk-js-keyvault-secrets/4.1.0 core-http/1.2.5 Node/v14.20.1 OS/(x64-Linux-5.4.0-1090-azure)";"401";"";"11";"True";"";"";"";"";""
"10.203.177.172";"KV-HK01-EAS-U-AT-VLT01";"RG-HK01-EAS-N-APTTEST-KEYVAULT01";"/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-APTTEST-KEYVAULT01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-U-AT-VLT01";"VAULTS";"Success";"SecretGet";"https://kv-hk01-eas-u-at-vlt01.vault.azure.net/secrets/5958d788-363b-484b-a58c-b68ca0548219/?api-version=7.1";"OK";"azsdk-js-keyvault-secrets/4.1.0 core-http/1.2.5 Node/v14.20.1 OS/(x64-Linux-5.4.0-1090-azure)";"200";"";"11";"True";"";"";"";"";""
"10.203.176.5";"KV-HK01-EAS-U-AT-VLT01";"RG-HK01-EAS-N-APTTEST-KEYVAULT01";"/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-APTTEST-KEYVAULT01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-U-AT-VLT01";"VAULTS";"Success";"Authentication";"https://kv-hk01-eas-u-at-vlt01.vault.azure.net/secrets/5958d788-363b-484b-a58c-b68ca0548219/?api-version=7.1";"Unauthorized";"azsdk-js-keyvault-secrets/4.1.0 core-http/1.2.5 Node/v14.20.1 OS/(x64-Linux-5.4.0-1090-azure)";"401";"";"8";"True";"";"";"";"";""
"10.203.176.5";"KV-HK01-EAS-U-AT-VLT01";"RG-HK01-EAS-N-APTTEST-KEYVAULT01";"/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-APTTEST-KEYVAULT01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-U-AT-VLT01";"VAULTS";"Success";"SecretGet";"https://kv-hk01-eas-u-at-vlt01.vault.azure.net/secrets/5958d788-363b-484b-a58c-b68ca0548219/?api-version=7.1";"OK";"azsdk-js-keyvault-secrets/4.1.0 core-http/1.2.5 Node/v14.20.1 OS/(x64-Linux-5.4.0-1090-azure)";"200";"";"8";"True";"";"";"";"";""
"10.203.176.5";"KV-HK01-EAS-U-AT-VLT01";"RG-HK01-EAS-N-APTTEST-KEYVAULT01";"/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-APTTEST-KEYVAULT01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-U-AT-VLT01";"VAULTS";"Success";"Authentication";"https://kv-hk01-eas-u-at-vlt01.vault.azure.net/secrets/58ade03c-a473-496c-ab9f-84b151a859f8/?api-version=7.1";"Unauthorized";"azsdk-js-keyvault-secrets/4.1.0 core-http/1.2.5 Node/v14.20.1 OS/(x64-Linux-5.4.0-1090-azure)";"401";"";"6";"True";"";"";"";"";""
"10.203.176.5";"KV-HK01-EAS-U-AT-VLT01";"RG-HK01-EAS-N-APTTEST-KEYVAULT01";"/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-APTTEST-KEYVAULT01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-U-AT-VLT01";"VAULTS";"Success";"SecretGet";"https://kv-hk01-eas-u-at-vlt01.vault.azure.net/secrets/58ade03c-a473-496c-ab9f-84b151a859f8/?api-version=7.1";"OK";"azsdk-js-keyvault-secrets/4.1.0 core-http/1.2.5 Node/v14.20.1 OS/(x64-Linux-5.4.0-1090-azure)";"200";"";"6";"True";"";"";"";"";""
"10.203.177.172";"KV-HK01-EAS-U-AT-VLT01";"RG-HK01-EAS-N-APTTEST-KEYVAULT01";"/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-APTTEST-KEYVAULT01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-U-AT-VLT01";"VAULTS";"Success";"Authentication";"https://kv-hk01-eas-u-at-vlt01.vault.azure.net/secrets/58ade03c-a473-496c-ab9f-84b151a859f8/?api-version=7.1";"Unauthorized";"azsdk-js-keyvault-secrets/4.1.0 core-http/1.2.5 Node/v14.20.1 OS/(x64-Linux-5.4.0-1090-azure)";"401";"";"6";"True";"";"";"";"";""
"10.203.177.172";"KV-HK01-EAS-U-AT-VLT01";"RG-HK01-EAS-N-APTTEST-KEYVAULT01";"/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-APTTEST-KEYVAULT01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-U-AT-VLT01";"VAULTS";"Success";"SecretGet";"https://kv-hk01-eas-u-at-vlt01.vault.azure.net/secrets/58ade03c-a473-496c-ab9f-84b151a859f8/?api-version=7.1";"OK";"azsdk-js-keyvault-secrets/4.1.0 core-http/1.2.5 Node/v14.20.1 OS/(x64-Linux-5.4.0-1090-azure)";"200";"";"6";"True";"";"";"";"";""
"10.203.176.5";"KV-HK01-EAS-U-AT-VLT01";"RG-HK01-EAS-N-APTTEST-KEYVAULT01";"/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-APTTEST-KEYVAULT01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-U-AT-VLT01";"VAULTS";"Success";"Authentication";"https://kv-hk01-eas-u-at-vlt01.vault.azure.net/secrets/e9b90b4f-51e8-48e2-a45b-da788140468b/?api-version=7.1";"Unauthorized";"azsdk-js-keyvault-secrets/4.1.0 core-http/1.2.5 Node/v14.20.1 OS/(x64-Linux-5.4.0-1090-azure)";"401";"";"1";"True";"";"";"";"";""
"10.203.176.5";"KV-HK01-EAS-U-AT-VLT01";"RG-HK01-EAS-N-APTTEST-KEYVAULT01";"/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-APTTEST-KEYVAULT01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-U-AT-VLT01";"VAULTS";"Success";"SecretGet";"https://kv-hk01-eas-u-at-vlt01.vault.azure.net/secrets/e9b90b4f-51e8-48e2-a45b-da788140468b/?api-version=7.1";"OK";"azsdk-js-keyvault-secrets/4.1.0 core-http/1.2.5 Node/v14.20.1 OS/(x64-Linux-5.4.0-1090-azure)";"200";"";"1";"True";"";"";"";"";""
"10.203.176.5";"KV-HK01-EAS-U-AT-VLT01";"RG-HK01-EAS-N-APTTEST-KEYVAULT01";"/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-APTTEST-KEYVAULT01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-U-AT-VLT01";"VAULTS";"Success";"Authentication";"https://kv-hk01-eas-u-at-vlt01.vault.azure.net/secrets/0faa4aa2-3fd1-4f87-99c7-fb5731063efd/?api-version=7.1";"Unauthorized";"azsdk-js-keyvault-secrets/4.1.0 core-http/1.2.5 Node/v14.20.1 OS/(x64-Linux-5.4.0-1090-azure)";"401";"";"12";"True";"";"";"";"";""
"10.203.176.5";"KV-HK01-EAS-U-AT-VLT01";"RG-HK01-EAS-N-APTTEST-KEYVAULT01";"/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-APTTEST-KEYVAULT01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-U-AT-VLT01";"VAULTS";"Success";"SecretGet";"https://kv-hk01-eas-u-at-vlt01.vault.azure.net/secrets/0faa4aa2-3fd1-4f87-99c7-fb5731063efd/?api-version=7.1";"OK";"azsdk-js-keyvault-secrets/4.1.0 core-http/1.2.5 Node/v14.20.1 OS/(x64-Linux-5.4.0-1090-azure)";"200";"";"12";"True";"";"";"";"";""
"10.203.177.31";"KV-HK01-EAS-U-AT-VLT01";"RG-HK01-EAS-N-APTTEST-KEYVAULT01";"/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-APTTEST-KEYVAULT01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-U-AT-VLT01";"VAULTS";"Success";"Authentication";"https://kv-hk01-eas-u-at-vlt01.vault.azure.net/secrets/0faa4aa2-3fd1-4f87-99c7-fb5731063efd/?api-version=7.1";"Unauthorized";"azsdk-js-keyvault-secrets/4.1.0 core-http/1.2.5 Node/v14.20.1 OS/(x64-Linux-5.4.0-1090-azure)";"401";"";"8";"True";"";"";"";"";""
"10.203.177.31";"KV-HK01-EAS-U-AT-VLT01";"RG-HK01-EAS-N-APTTEST-KEYVAULT01";"/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-APTTEST-KEYVAULT01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-U-AT-VLT01";"VAULTS";"Success";"SecretGet";"https://kv-hk01-eas-u-at-vlt01.vault.azure.net/secrets/0faa4aa2-3fd1-4f87-99c7-fb5731063efd/?api-version=7.1";"OK";"azsdk-js-keyvault-secrets/4.1.0 core-http/1.2.5 Node/v14.20.1 OS/(x64-Linux-5.4.0-1090-azure)";"200";"";"8";"True";"";"";"";"";""
"10.203.177.172";"KV-HK01-EAS-U-AT-VLT01";"RG-HK01-EAS-N-APTTEST-KEYVAULT01";"/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-APTTEST-KEYVAULT01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-U-AT-VLT01";"VAULTS";"Success";"Authentication";"https://kv-hk01-eas-u-at-vlt01.vault.azure.net/secrets/0faa4aa2-3fd1-4f87-99c7-fb5731063efd/?api-version=7.1";"Unauthorized";"azsdk-js-keyvault-secrets/4.1.0 core-http/1.2.5 Node/v14.20.1 OS/(x64-Linux-5.4.0-1090-azure)";"401";"";"10";"True";"";"";"";"";""
"10.203.177.172";"KV-HK01-EAS-U-AT-VLT01";"RG-HK01-EAS-N-APTTEST-KEYVAULT01";"/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-APTTEST-KEYVAULT01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-U-AT-VLT01";"VAULTS";"Success";"SecretGet";"https://kv-hk01-eas-u-at-vlt01.vault.azure.net/secrets/0faa4aa2-3fd1-4f87-99c7-fb5731063efd/?api-version=7.1";"OK";"azsdk-js-keyvault-secrets/4.1.0 core-http/1.2.5 Node/v14.20.1 OS/(x64-Linux-5.4.0-1090-azure)";"200";"";"10";"True";"";"";"";"";""
"10.203.177.31";"KV-HK01-EAS-U-AT-VLT01";"RG-HK01-EAS-N-APTTEST-KEYVAULT01";"/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-APTTEST-KEYVAULT01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-U-AT-VLT01";"VAULTS";"Success";"Authentication";"https://kv-hk01-eas-u-at-vlt01.vault.azure.net/secrets/0faa4aa2-3fd1-4f87-99c7-fb5731063efd/?api-version=7.1";"Unauthorized";"azsdk-js-keyvault-secrets/4.1.0 core-http/1.2.4 Node/v14.20.1 OS/(x64-Linux-5.4.0-1090-azure)";"401";"";"15";"True";"";"";"";"";""
"10.203.177.31";"KV-HK01-EAS-U-AT-VLT01";"RG-HK01-EAS-N-APTTEST-KEYVAULT01";"/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-APTTEST-KEYVAULT01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-U-AT-VLT01";"VAULTS";"Success";"SecretGet";"https://kv-hk01-eas-u-at-vlt01.vault.azure.net/secrets/0faa4aa2-3fd1-4f87-99c7-fb5731063efd/?api-version=7.1";"OK";"azsdk-js-keyvault-secrets/4.1.0 core-http/1.2.4 Node/v14.20.1 OS/(x64-Linux-5.4.0-1090-azure)";"200";"";"15";"True";"";"";"";"";""
"165.225.234.208";"KV-HK01-EAS-U-AT-VLT01";"RG-HK01-EAS-N-APTTEST-KEYVAULT01";"/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-APTTEST-KEYVAULT01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-U-AT-VLT01";"VAULTS";"Success";"VaultGet";"https://management.azure.com/subscriptions/9b491dd6-598e-498c-98a0-d3bbd2290821/resourceGroups/rg-hk01-eas-n-apttest-keyvault01/providers/Microsoft.KeyVault/vaults/kv-hk01-eas-u-at-vlt01?api-version=2021-06-01-preview";"OK";"FxVersion/4.8.4515.0";"200";"Simon.Kwok@aia.com";"2";"True";"";"";"";"";""
"10.203.177.31";"KV-HK01-EAS-U-AT-VLT01";"RG-HK01-EAS-N-APTTEST-KEYVAULT01";"/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-APTTEST-KEYVAULT01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-U-AT-VLT01";"VAULTS";"Success";"Authentication";"https://kv-hk01-eas-u-at-vlt01.vault.azure.net/secrets/00b07028-c9ed-403c-b9c7-997380df13f1/?api-version=7.1";"Unauthorized";"azsdk-js-keyvault-secrets/4.1.0 core-http/1.2.4 Node/v14.20.1 OS/(x64-Linux-5.4.0-1090-azure)";"401";"";"13";"True";"";"";"";"";""
"10.203.177.31";"KV-HK01-EAS-U-AT-VLT01";"RG-HK01-EAS-N-APTTEST-KEYVAULT01";"/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-APTTEST-KEYVAULT01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-U-AT-VLT01";"VAULTS";"Success";"SecretGet";"https://kv-hk01-eas-u-at-vlt01.vault.azure.net/secrets/00b07028-c9ed-403c-b9c7-997380df13f1/?api-version=7.1";"OK";"azsdk-js-keyvault-secrets/4.1.0 core-http/1.2.4 Node/v14.20.1 OS/(x64-Linux-5.4.0-1090-azure)";"200";"";"13";"True";"";"";"";"";""
"10.203.176.5";"KV-HK01-EAS-U-AT-VLT01";"RG-HK01-EAS-N-APTTEST-KEYVAULT01";"/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-APTTEST-KEYVAULT01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-U-AT-VLT01";"VAULTS";"Success";"Authentication";"https://kv-hk01-eas-u-at-vlt01.vault.azure.net/secrets/0a3fd2af-be1b-44cd-831d-780b0f1626ff?api-version=7.1";"Unauthorized";"azsdk-js-keyvault-secrets/4.1.0 core-http/1.2.5 Node/v14.20.1 OS/(x64-Linux-5.4.0-1090-azure)";"401";"";"1";"True";"";"";"";"";""
"10.203.176.5";"KV-HK01-EAS-U-AT-VLT01";"RG-HK01-EAS-N-APTTEST-KEYVAULT01";"/SUBSCRIPTIONS/9B491DD6-598E-498C-98A0-D3BBD2290821/RESOURCEGROUPS/RG-HK01-EAS-N-APTTEST-KEYVAULT01/PROVIDERS/MICROSOFT.KEYVAULT/VAULTS/KV-HK01-EAS-U-AT-VLT01";"VAULTS";"Success";"SecretSet";"https://kv-hk01-eas-u-at-vlt01.vault.azure.net/secrets/0a3fd2af-be1b-44cd-831d-780b0f1626ff?api-version=7.1";"OK";"azsdk-js-keyvault-secrets/4.1.0 core-http/1.2.5 Node/v14.20.1 OS/(x64-Linux-5.4.0-1090-azure)";"200";"";"1";"True";"";"";"";"";""
